,name,emotion
328,Ses01M_impro04_M015,fru
336,Ses01M_impro04_M016,fru
344,Ses01M_impro04_M017,fru
352,Ses01M_impro04_M018,ang
360,Ses01M_impro04_M019,xxx
368,Ses01M_impro04_M020,fru
376,Ses01M_impro04_M021,xxx
384,Ses01M_impro04_M022,fru
392,Ses01M_impro04_M023,ang
400,Ses01M_impro04_M024,fru
408,Ses01M_impro04_M025,neu
0,Ses01M_impro05_F000,neu
8,Ses01M_impro05_F001,neu
16,Ses01M_impro05_F002,neu
24,Ses01M_impro05_F003,neu
32,Ses01M_impro05_F004,neu
40,Ses01M_impro05_F005,neu
48,Ses01M_impro05_F006,neu
56,Ses01M_impro05_F007,neu
64,Ses01M_impro05_F008,fru
72,Ses01M_impro05_F009,xxx
80,Ses01M_impro05_F010,xxx
88,Ses01M_impro05_F011,neu
96,Ses01M_impro05_F012,neu
104,Ses01M_impro05_F013,neu
112,Ses01M_impro05_F014,neu
120,Ses01M_impro05_F015,neu
128,Ses01M_impro05_F016,neu
136,Ses01M_impro05_F017,neu
144,Ses01M_impro05_F018,neu
152,Ses01M_impro05_F019,neu
160,Ses01M_impro05_F020,neu
168,Ses01M_impro05_F021,neu
176,Ses01M_impro05_F022,neu
184,Ses01M_impro05_F023,neu
192,Ses01M_impro05_F024,neu
200,Ses01M_impro05_F025,neu
208,Ses01M_impro05_F026,neu
216,Ses01M_impro05_F027,neu
224,Ses01M_impro05_F028,neu
232,Ses01M_impro05_F029,neu
240,Ses01M_impro05_F030,neu
248,Ses01M_impro05_F031,neu
256,Ses01M_impro05_F032,neu
264,Ses01M_impro05_F033,neu
272,Ses01M_impro05_F034,neu
280,Ses01M_impro05_F035,fru
288,Ses01M_impro05_F036,xxx
296,Ses01M_impro05_F037,xxx
304,Ses01M_impro05_M000,fru
312,Ses01M_impro05_M001,fru
320,Ses01M_impro05_M002,fru
328,Ses01M_impro05_M003,xxx
336,Ses01M_impro05_M004,ang
344,Ses01M_impro05_M005,ang
352,Ses01M_impro05_M006,ang
360,Ses01M_impro05_M007,ang
368,Ses01M_impro05_M008,ang
376,Ses01M_impro05_M009,fru
384,Ses01M_impro05_M010,fru
392,Ses01M_impro05_M011,xxx
400,Ses01M_impro05_M012,xxx
408,Ses01M_impro05_M013,xxx
416,Ses01M_impro05_M014,xxx
424,Ses01M_impro05_M015,neu
432,Ses01M_impro05_M016,xxx
440,Ses01M_impro05_M017,xxx
448,Ses01M_impro05_M018,fru
456,Ses01M_impro05_M019,xxx
464,Ses01M_impro05_M020,ang
472,Ses01M_impro05_M021,ang
480,Ses01M_impro05_M022,ang
488,Ses01M_impro05_M023,ang
496,Ses01M_impro05_M024,ang
504,Ses01M_impro05_M025,ang
512,Ses01M_impro05_M026,ang
520,Ses01M_impro05_M027,ang
528,Ses01M_impro05_M028,ang
536,Ses01M_impro05_M029,xxx
544,Ses01M_impro05_M030,fru
552,Ses01M_impro05_M031,ang
0,Ses01M_impro06_F000,neu
8,Ses01M_impro06_F001,neu
16,Ses01M_impro06_F002,neu
24,Ses01M_impro06_F003,sad
32,Ses01M_impro06_F004,sad
40,Ses01M_impro06_F005,sad
48,Ses01M_impro06_F006,sad
56,Ses01M_impro06_F007,neu
64,Ses01M_impro06_F008,neu
72,Ses01M_impro06_F009,neu
80,Ses01M_impro06_F010,neu
88,Ses01M_impro06_F011,neu
96,Ses01M_impro06_F012,neu
104,Ses01M_impro06_F013,neu
112,Ses01M_impro06_F014,neu
120,Ses01M_impro06_F015,neu
128,Ses01M_impro06_F016,neu
136,Ses01M_impro06_F017,neu
144,Ses01M_impro06_F018,neu
152,Ses01M_impro06_F019,neu
160,Ses01M_impro06_F020,neu
168,Ses01M_impro06_F021,neu
176,Ses01M_impro06_F022,neu
184,Ses01M_impro06_F023,neu
192,Ses01M_impro06_F024,neu
200,Ses01M_impro06_F025,neu
208,Ses01M_impro06_F026,neu
216,Ses01M_impro06_F027,neu
224,Ses01M_impro06_F028,neu
232,Ses01M_impro06_M000,sad
240,Ses01M_impro06_M001,sad
248,Ses01M_impro06_M002,sad
256,Ses01M_impro06_M003,sad
264,Ses01M_impro06_M004,sad
272,Ses01M_impro06_M005,sad
280,Ses01M_impro06_M006,sad
288,Ses01M_impro06_M007,sad
296,Ses01M_impro06_M008,sad
304,Ses01M_impro06_M009,sad
312,Ses01M_impro06_M010,sad
320,Ses01M_impro06_M011,sad
328,Ses01M_impro06_M012,sad
336,Ses01M_impro06_M013,sad
344,Ses01M_impro06_M014,sad
352,Ses01M_impro06_M015,sad
360,Ses01M_impro06_M016,sad
368,Ses01M_impro06_M017,sad
376,Ses01M_impro06_M018,sad
384,Ses01M_impro06_M019,sad
392,Ses01M_impro06_M020,sad
400,Ses01M_impro06_M021,sad
408,Ses01M_impro06_M022,sad
416,Ses01M_impro06_M023,sad
424,Ses01M_impro06_M024,sad
432,Ses01M_impro06_M025,sad
440,Ses01M_impro06_M026,sad
448,Ses01M_impro06_M027,sad
456,Ses01M_impro06_M028,sad
464,Ses01M_impro06_M029,sad
472,Ses01M_impro06_M030,sad
0,Ses01M_impro07_F000,neu
8,Ses01M_impro07_F001,exc
16,Ses01M_impro07_F002,xxx
24,Ses01M_impro07_F003,exc
32,Ses01M_impro07_F004,exc
40,Ses01M_impro07_F005,exc
48,Ses01M_impro07_F006,exc
56,Ses01M_impro07_F007,exc
64,Ses01M_impro07_F008,exc
72,Ses01M_impro07_F009,exc
80,Ses01M_impro07_F010,neu
88,Ses01M_impro07_F011,exc
96,Ses01M_impro07_F012,neu
104,Ses01M_impro07_F013,exc
112,Ses01M_impro07_F014,exc
120,Ses01M_impro07_F015,exc
128,Ses01M_impro07_F016,exc
136,Ses01M_impro07_F017,xxx
144,Ses01M_impro07_F018,exc
152,Ses01M_impro07_F019,xxx
160,Ses01M_impro07_F020,neu
168,Ses01M_impro07_F021,exc
176,Ses01M_impro07_F022,exc
184,Ses01M_impro07_F023,exc
192,Ses01M_impro07_F024,exc
200,Ses01M_impro07_F025,exc
208,Ses01M_impro07_F026,exc
216,Ses01M_impro07_F027,exc
224,Ses01M_impro07_F028,xxx
232,Ses01M_impro07_F029,xxx
240,Ses01M_impro07_F030,xxx
248,Ses01M_impro07_F031,xxx
256,Ses01M_impro07_F032,xxx
264,Ses01M_impro07_F033,hap
272,Ses01M_impro07_F034,hap
280,Ses01M_impro07_M000,exc
288,Ses01M_impro07_M001,exc
296,Ses01M_impro07_M002,exc
304,Ses01M_impro07_M003,exc
312,Ses01M_impro07_M004,exc
320,Ses01M_impro07_M005,exc
328,Ses01M_impro07_M006,hap
336,Ses01M_impro07_M007,exc
344,Ses01M_impro07_M008,exc
352,Ses01M_impro07_M009,exc
360,Ses01M_impro07_M010,exc
368,Ses01M_impro07_M011,hap
376,Ses01M_impro07_M012,xxx
384,Ses01M_impro07_M013,hap
392,Ses01M_impro07_M014,xxx
400,Ses01M_impro07_M015,xxx
408,Ses01M_impro07_M016,xxx
416,Ses01M_impro07_M017,hap
424,Ses01M_impro07_M018,exc
432,Ses01M_impro07_M019,hap
440,Ses01M_impro07_M020,neu
448,Ses01M_impro07_M021,sur
456,Ses01M_impro07_M022,sur
464,Ses01M_impro07_M023,xxx
472,Ses01M_impro07_M024,exc
480,Ses01M_impro07_M025,xxx
488,Ses01M_impro07_M026,neu
496,Ses01M_impro07_M027,xxx
504,Ses01M_impro07_M028,xxx
512,Ses01M_impro07_M029,xxx
520,Ses01M_impro07_M030,neu
528,Ses01M_impro07_M031,xxx
536,Ses01M_impro07_M032,hap
544,Ses01M_impro07_M033,hap
0,Ses01M_script01_1_F000,fru
7,Ses01M_script01_1_F001,sur
14,Ses01M_script01_1_F002,sur
21,Ses01M_script01_1_F003,sur
28,Ses01M_script01_1_F004,sad
35,Ses01M_script01_1_F005,sad
42,Ses01M_script01_1_F006,sad
49,Ses01M_script01_1_F007,fru
56,Ses01M_script01_1_F008,ang
63,Ses01M_script01_1_F009,xxx
70,Ses01M_script01_1_F010,sur
77,Ses01M_script01_1_F011,ang
84,Ses01M_script01_1_F012,fru
91,Ses01M_script01_1_F013,xxx
98,Ses01M_script01_1_F014,ang
105,Ses01M_script01_1_F015,ang
112,Ses01M_script01_1_F016,ang
119,Ses01M_script01_1_F017,ang
126,Ses01M_script01_1_F018,xxx
133,Ses01M_script01_1_F019,fru
140,Ses01M_script01_1_F020,ang
147,Ses01M_script01_1_F021,xxx
154,Ses01M_script01_1_F022,fru
161,Ses01M_script01_1_F023,ang
168,Ses01M_script01_1_F024,ang
175,Ses01M_script01_1_F025,neu
182,Ses01M_script01_1_F026,neu
189,Ses01M_script01_1_F027,fru
196,Ses01M_script01_1_F028,fru
203,Ses01M_script01_1_F029,ang
210,Ses01M_script01_1_F030,ang
217,Ses01M_script01_1_F031,sad
224,Ses01M_script01_1_F032,ang
231,Ses01M_script01_1_F033,xxx
238,Ses01M_script01_1_F034,sur
245,Ses01M_script01_1_F035,ang
252,Ses01M_script01_1_F036,ang
259,Ses01M_script01_1_F037,ang
266,Ses01M_script01_1_F038,xxx
273,Ses01M_script01_1_F039,ang
280,Ses01M_script01_1_F040,ang
287,Ses01M_script01_1_F041,ang
294,Ses01M_script01_1_F042,ang
301,Ses01M_script01_1_F043,ang
308,Ses01M_script01_1_M000,neu
315,Ses01M_script01_1_M001,xxx
322,Ses01M_script01_1_M002,neu
329,Ses01M_script01_1_M003,sad
336,Ses01M_script01_1_M004,sad
343,Ses01M_script01_1_M005,sad
350,Ses01M_script01_1_M006,sad
357,Ses01M_script01_1_M007,sad
364,Ses01M_script01_1_M008,fru
371,Ses01M_script01_1_M009,xxx
378,Ses01M_script01_1_M010,fru
385,Ses01M_script01_1_M011,fru
392,Ses01M_script01_1_M012,fru
399,Ses01M_script01_1_M013,fru
406,Ses01M_script01_1_M014,fru
413,Ses01M_script01_1_M015,fru
420,Ses01M_script01_1_M016,xxx
427,Ses01M_script01_1_M017,neu
434,Ses01M_script01_1_M018,fru
441,Ses01M_script01_1_M019,fru
448,Ses01M_script01_1_M020,ang
455,Ses01M_script01_1_M021,ang
462,Ses01M_script01_1_M022,fru
469,Ses01M_script01_1_M023,ang
476,Ses01M_script01_1_M024,sad
483,Ses01M_script01_1_M025,xxx
490,Ses01M_script01_1_M026,fru
497,Ses01M_script01_1_M027,fru
504,Ses01M_script01_1_M028,fru
511,Ses01M_script01_1_M029,xxx
518,Ses01M_script01_1_M030,fru
525,Ses01M_script01_1_M031,fru
532,Ses01M_script01_1_M032,fru
539,Ses01M_script01_1_M033,xxx
546,Ses01M_script01_1_M034,ang
553,Ses01M_script01_1_M035,ang
560,Ses01M_script01_1_M036,fru
567,Ses01M_script01_1_M037,neu
574,Ses01M_script01_1_M038,sad
581,Ses01M_script01_1_M039,xxx
588,Ses01M_script01_1_M040,sad
595,Ses01M_script01_1_M041,ang
602,Ses01M_script01_1_M042,sad
0,Ses01M_script01_2_F000,ang
6,Ses01M_script01_2_F001,ang
12,Ses01M_script01_2_F002,xxx
18,Ses01M_script01_2_F003,xxx
24,Ses01M_script01_2_F004,ang
30,Ses01M_script01_2_F005,ang
36,Ses01M_script01_2_F006,xxx
42,Ses01M_script01_2_F007,xxx
48,Ses01M_script01_2_F008,fru
54,Ses01M_script01_2_F009,ang
60,Ses01M_script01_2_F010,xxx
66,Ses01M_script01_2_F011,ang
72,Ses01M_script01_2_F012,ang
78,Ses01M_script01_2_F013,ang
84,Ses01M_script01_2_F014,xxx
90,Ses01M_script01_2_M000,neu
96,Ses01M_script01_2_M001,neu
102,Ses01M_script01_2_M002,fru
108,Ses01M_script01_2_M003,fru
114,Ses01M_script01_2_M004,fru
120,Ses01M_script01_2_M005,fru
126,Ses01M_script01_2_M006,fru
132,Ses01M_script01_2_M007,neu
138,Ses01M_script01_2_M008,fru
144,Ses01M_script01_2_M009,fru
150,Ses01M_script01_2_M010,fru
156,Ses01M_script01_2_M011,fru
162,Ses01M_script01_2_M012,fru
168,Ses01M_script01_2_M013,fru
174,Ses01M_script01_2_M014,fru
180,Ses01M_script01_2_M015,ang
186,Ses01M_script01_2_M016,ang
192,Ses01M_script01_2_M017,ang
0,Ses01M_script01_3_F000,neu
6,Ses01M_script01_3_F001,neu
12,Ses01M_script01_3_F002,xxx
18,Ses01M_script01_3_F003,sad
24,Ses01M_script01_3_F004,neu
30,Ses01M_script01_3_F005,sad
36,Ses01M_script01_3_F006,sad
42,Ses01M_script01_3_F007,xxx
48,Ses01M_script01_3_F008,neu
54,Ses01M_script01_3_F009,xxx
60,Ses01M_script01_3_F010,xxx
66,Ses01M_script01_3_F011,xxx
72,Ses01M_script01_3_F012,neu
78,Ses01M_script01_3_F013,xxx
84,Ses01M_script01_3_F014,exc
90,Ses01M_script01_3_F015,exc
96,Ses01M_script01_3_F016,hap
102,Ses01M_script01_3_F017,xxx
108,Ses01M_script01_3_F018,sad
114,Ses01M_script01_3_F019,sad
120,Ses01M_script01_3_F020,xxx
126,Ses01M_script01_3_F021,sad
132,Ses01M_script01_3_F022,sad
138,Ses01M_script01_3_F023,sad
144,Ses01M_script01_3_F024,sad
150,Ses01M_script01_3_F025,sad
156,Ses01M_script01_3_F026,sad
162,Ses01M_script01_3_F027,xxx
168,Ses01M_script01_3_F028,xxx
174,Ses01M_script01_3_F029,xxx
180,Ses01M_script01_3_F030,hap
186,Ses01M_script01_3_M000,hap
192,Ses01M_script01_3_M001,hap
198,Ses01M_script01_3_M002,sad
204,Ses01M_script01_3_M003,xxx
210,Ses01M_script01_3_M004,neu
216,Ses01M_script01_3_M005,xxx
222,Ses01M_script01_3_M006,neu
228,Ses01M_script01_3_M007,neu
234,Ses01M_script01_3_M008,xxx
240,Ses01M_script01_3_M009,hap
246,Ses01M_script01_3_M010,xxx
252,Ses01M_script01_3_M011,xxx
258,Ses01M_script01_3_M012,xxx
264,Ses01M_script01_3_M013,xxx
270,Ses01M_script01_3_M014,neu
276,Ses01M_script01_3_M015,xxx
282,Ses01M_script01_3_M016,exc
288,Ses01M_script01_3_M017,xxx
294,Ses01M_script01_3_M018,exc
300,Ses01M_script01_3_M019,hap
306,Ses01M_script01_3_M020,sad
312,Ses01M_script01_3_M021,sad
318,Ses01M_script01_3_M022,sad
324,Ses01M_script01_3_M023,sad
330,Ses01M_script01_3_M024,sad
336,Ses01M_script01_3_M025,sad
342,Ses01M_script01_3_M026,sad
348,Ses01M_script01_3_M027,sad
354,Ses01M_script01_3_M028,sad
360,Ses01M_script01_3_M029,sad
366,Ses01M_script01_3_M030,sad
372,Ses01M_script01_3_M031,sad
378,Ses01M_script01_3_M032,sad
384,Ses01M_script01_3_M033,sad
390,Ses01M_script01_3_M034,sad
396,Ses01M_script01_3_M035,sad
402,Ses01M_script01_3_M036,sad
408,Ses01M_script01_3_M037,sad
414,Ses01M_script01_3_M038,sad
420,Ses01M_script01_3_M039,sad
426,Ses01M_script01_3_M040,sad
432,Ses01M_script01_3_M041,sad
438,Ses01M_script01_3_M042,xxx
444,Ses01M_script01_3_M043,hap
0,Ses01M_script02_1_F000,xxx
6,Ses01M_script02_1_F001,fru
12,Ses01M_script02_1_F002,sur
18,Ses01M_script02_1_F003,xxx
24,Ses01M_script02_1_F004,xxx
30,Ses01M_script02_1_F005,ang
36,Ses01M_script02_1_F006,xxx
42,Ses01M_script02_1_F007,neu
48,Ses01M_script02_1_F008,neu
54,Ses01M_script02_1_F009,hap
60,Ses01M_script02_1_F010,fru
66,Ses01M_script02_1_F011,fru
72,Ses01M_script02_1_F012,fru
78,Ses01M_script02_1_F013,fru
84,Ses01M_script02_1_F014,ang
90,Ses01M_script02_1_F015,xxx
96,Ses01M_script02_1_F016,xxx
102,Ses01M_script02_1_F017,ang
108,Ses01M_script02_1_F018,fru
114,Ses01M_script02_1_F019,fru
120,Ses01M_script02_1_F020,fru
126,Ses01M_script02_1_F021,ang
132,Ses01M_script02_1_F022,ang
138,Ses01M_script02_1_F023,ang
144,Ses01M_script02_1_F024,xxx
150,Ses01M_script02_1_M000,exc
156,Ses01M_script02_1_M001,exc
162,Ses01M_script02_1_M002,exc
168,Ses01M_script02_1_M003,xxx
174,Ses01M_script02_1_M004,exc
180,Ses01M_script02_1_M005,exc
186,Ses01M_script02_1_M006,xxx
192,Ses01M_script02_1_M007,neu
198,Ses01M_script02_1_M008,xxx
204,Ses01M_script02_1_M009,neu
210,Ses01M_script02_1_M010,neu
216,Ses01M_script02_1_M011,neu
222,Ses01M_script02_1_M012,xxx
228,Ses01M_script02_1_M013,xxx
234,Ses01M_script02_1_M014,exc
240,Ses01M_script02_1_M015,xxx
246,Ses01M_script02_1_M016,exc
252,Ses01M_script02_1_M017,exc
258,Ses01M_script02_1_M018,xxx
264,Ses01M_script02_1_M019,xxx
270,Ses01M_script02_1_M020,fru
276,Ses01M_script02_1_M021,fru
282,Ses01M_script02_1_M022,neu
288,Ses01M_script02_1_M023,neu
294,Ses01M_script02_1_M024,fru
300,Ses01M_script02_1_M025,xxx
306,Ses01M_script02_1_M026,fru
312,Ses01M_script02_1_M027,fru
318,Ses01M_script02_1_M028,ang
324,Ses01M_script02_1_M029,xxx
330,Ses01M_script02_1_M030,neu
336,Ses01M_script02_1_M031,exc
342,Ses01M_script02_1_M032,exc
348,Ses01M_script02_1_M033,xxx
354,Ses01M_script02_1_M034,fru
360,Ses01M_script02_1_M035,fru
366,Ses01M_script02_1_M036,fru
372,Ses01M_script02_1_M037,neu
378,Ses01M_script02_1_M038,xxx
384,Ses01M_script02_1_M039,neu
390,Ses01M_script02_1_M040,exc
396,Ses01M_script02_1_M041,exc
402,Ses01M_script02_1_M042,exc
408,Ses01M_script02_1_M043,exc
414,Ses01M_script02_1_M044,exc
420,Ses01M_script02_1_M045,exc
426,Ses01M_script02_1_M046,exc
0,Ses01M_script02_2_F000,neu
6,Ses01M_script02_2_F001,xxx
12,Ses01M_script02_2_F002,fru
18,Ses01M_script02_2_F003,fru
24,Ses01M_script02_2_F004,xxx
30,Ses01M_script02_2_F005,fru
36,Ses01M_script02_2_F006,fru
42,Ses01M_script02_2_F007,fru
48,Ses01M_script02_2_F008,fru
54,Ses01M_script02_2_F009,fru
60,Ses01M_script02_2_F010,ang
66,Ses01M_script02_2_F011,ang
72,Ses01M_script02_2_F012,fru
78,Ses01M_script02_2_F013,ang
84,Ses01M_script02_2_F014,ang
90,Ses01M_script02_2_F015,ang
96,Ses01M_script02_2_F016,ang
102,Ses01M_script02_2_F017,fru
108,Ses01M_script02_2_F018,xxx
114,Ses01M_script02_2_F019,neu
120,Ses01M_script02_2_F020,xxx
126,Ses01M_script02_2_F021,xxx
132,Ses01M_script02_2_F022,sad
138,Ses01M_script02_2_F023,xxx
144,Ses01M_script02_2_F024,sad
150,Ses01M_script02_2_F025,sad
156,Ses01M_script02_2_F026,sad
162,Ses01M_script02_2_F027,xxx
168,Ses01M_script02_2_F028,fru
174,Ses01M_script02_2_F029,fru
180,Ses01M_script02_2_F030,ang
186,Ses01M_script02_2_F031,ang
192,Ses01M_script02_2_F032,ang
198,Ses01M_script02_2_F033,sad
204,Ses01M_script02_2_F034,sad
210,Ses01M_script02_2_F035,sad
216,Ses01M_script02_2_F036,sad
222,Ses01M_script02_2_F037,sad
228,Ses01M_script02_2_F038,sur
234,Ses01M_script02_2_F039,sur
240,Ses01M_script02_2_F040,sad
246,Ses01M_script02_2_F041,xxx
252,Ses01M_script02_2_F042,xxx
258,Ses01M_script02_2_F043,xxx
264,Ses01M_script02_2_F044,hap
270,Ses01M_script02_2_F045,hap
276,Ses01M_script02_2_F046,sad
282,Ses01M_script02_2_F047,neu
288,Ses01M_script02_2_M000,xxx
294,Ses01M_script02_2_M001,exc
300,Ses01M_script02_2_M002,exc
306,Ses01M_script02_2_M003,exc
312,Ses01M_script02_2_M004,xxx
318,Ses01M_script02_2_M005,xxx
324,Ses01M_script02_2_M006,fru
330,Ses01M_script02_2_M007,xxx
336,Ses01M_script02_2_M008,neu
342,Ses01M_script02_2_M009,xxx
348,Ses01M_script02_2_M010,fru
354,Ses01M_script02_2_M011,xxx
360,Ses01M_script02_2_M012,fru
366,Ses01M_script02_2_M013,neu
372,Ses01M_script02_2_M014,fru
378,Ses01M_script02_2_M015,fru
384,Ses01M_script02_2_M016,fru
390,Ses01M_script02_2_M017,fru
396,Ses01M_script02_2_M018,fru
402,Ses01M_script02_2_M019,neu
408,Ses01M_script02_2_M020,neu
414,Ses01M_script02_2_M021,neu
420,Ses01M_script02_2_M022,neu
426,Ses01M_script02_2_M023,neu
432,Ses01M_script02_2_M024,xxx
438,Ses01M_script02_2_M025,neu
444,Ses01M_script02_2_M026,xxx
450,Ses01M_script02_2_M027,neu
456,Ses01M_script02_2_M028,neu
462,Ses01M_script02_2_M029,neu
468,Ses01M_script02_2_M030,neu
474,Ses01M_script02_2_M031,fru
480,Ses01M_script02_2_M032,fru
486,Ses01M_script02_2_M033,ang
492,Ses01M_script02_2_M034,fru
498,Ses01M_script02_2_M035,ang
504,Ses01M_script02_2_M036,xxx
510,Ses01M_script02_2_M037,sad
516,Ses01M_script02_2_M038,sad
522,Ses01M_script02_2_M039,neu
528,Ses01M_script02_2_M040,neu
534,Ses01M_script02_2_M041,sad
540,Ses01M_script02_2_M042,sad
546,Ses01M_script02_2_M043,sad
552,Ses01M_script02_2_M044,sad
558,Ses01M_script02_2_M045,sad
564,Ses01M_script02_2_M046,xxx
570,Ses01M_script02_2_M047,xxx
576,Ses01M_script02_2_M048,xxx
582,Ses01M_script02_2_M049,hap
588,Ses01M_script02_2_M050,neu
594,Ses01M_script02_2_M051,neu
600,Ses01M_script02_2_M052,hap
606,Ses01M_script02_2_M053,hap
612,Ses01M_script02_2_M054,neu
0,Ses01M_script03_1_F000,xxx
6,Ses01M_script03_1_F001,fea
12,Ses01M_script03_1_F002,fea
18,Ses01M_script03_1_F003,hap
24,Ses01M_script03_1_F004,hap
30,Ses01M_script03_1_F005,xxx
36,Ses01M_script03_1_F006,xxx
42,Ses01M_script03_1_F007,exc
48,Ses01M_script03_1_F008,hap
54,Ses01M_script03_1_F009,hap
60,Ses01M_script03_1_F010,hap
66,Ses01M_script03_1_F011,hap
72,Ses01M_script03_1_F012,xxx
78,Ses01M_script03_1_F013,xxx
84,Ses01M_script03_1_F014,hap
90,Ses01M_script03_1_F015,hap
96,Ses01M_script03_1_F016,xxx
102,Ses01M_script03_1_F017,hap
108,Ses01M_script03_1_F018,hap
114,Ses01M_script03_1_F019,hap
120,Ses01M_script03_1_F020,xxx
126,Ses01M_script03_1_F021,hap
132,Ses01M_script03_1_F022,xxx
138,Ses01M_script03_1_F023,xxx
144,Ses01M_script03_1_F024,hap
150,Ses01M_script03_1_F025,xxx
156,Ses01M_script03_1_F026,xxx
162,Ses01M_script03_1_F027,xxx
168,Ses01M_script03_1_F028,xxx
174,Ses01M_script03_1_F029,xxx
180,Ses01M_script03_1_F030,hap
186,Ses01M_script03_1_F031,exc
192,Ses01M_script03_1_F032,xxx
198,Ses01M_script03_1_F033,xxx
204,Ses01M_script03_1_F034,hap
210,Ses01M_script03_1_F035,xxx
216,Ses01M_script03_1_F036,hap
222,Ses01M_script03_1_F037,hap
228,Ses01M_script03_1_F038,hap
234,Ses01M_script03_1_F039,hap
240,Ses01M_script03_1_F040,hap
246,Ses01M_script03_1_F041,exc
252,Ses01M_script03_1_M000,fea
258,Ses01M_script03_1_M001,fea
264,Ses01M_script03_1_M002,xxx
270,Ses01M_script03_1_M003,fea
276,Ses01M_script03_1_M004,hap
282,Ses01M_script03_1_M005,xxx
288,Ses01M_script03_1_M006,xxx
294,Ses01M_script03_1_M007,xxx
300,Ses01M_script03_1_M008,xxx
306,Ses01M_script03_1_M009,xxx
312,Ses01M_script03_1_M010,hap
318,Ses01M_script03_1_M011,hap
324,Ses01M_script03_1_M012,hap
330,Ses01M_script03_1_M013,hap
336,Ses01M_script03_1_M014,sad
342,Ses01M_script03_1_M015,xxx
348,Ses01M_script03_1_M016,hap
354,Ses01M_script03_1_M017,hap
360,Ses01M_script03_1_M018,xxx
366,Ses01M_script03_1_M019,hap
372,Ses01M_script03_1_M020,xxx
378,Ses01M_script03_1_M021,hap
384,Ses01M_script03_1_M022,hap
390,Ses01M_script03_1_M023,xxx
396,Ses01M_script03_1_M024,xxx
402,Ses01M_script03_1_M025,xxx
408,Ses01M_script03_1_M026,xxx
414,Ses01M_script03_1_M027,xxx
420,Ses01M_script03_1_M028,exc
426,Ses01M_script03_1_M029,exc
432,Ses01M_script03_1_M030,hap
438,Ses01M_script03_1_M031,hap
444,Ses01M_script03_1_M032,xxx
450,Ses01M_script03_1_M033,hap
456,Ses01M_script03_1_M034,xxx
462,Ses01M_script03_1_M035,xxx
468,Ses01M_script03_1_M036,xxx
474,Ses01M_script03_1_M037,exc
480,Ses01M_script03_1_M038,xxx
486,Ses01M_script03_1_M039,hap
492,Ses01M_script03_1_M040,hap
498,Ses01M_script03_1_M041,hap
504,Ses01M_script03_1_M042,xxx
0,Ses01M_script03_2_F000,xxx
6,Ses01M_script03_2_F001,xxx
12,Ses01M_script03_2_F002,xxx
18,Ses01M_script03_2_F003,sur
24,Ses01M_script03_2_F004,xxx
30,Ses01M_script03_2_F005,xxx
36,Ses01M_script03_2_F006,neu
42,Ses01M_script03_2_F007,xxx
48,Ses01M_script03_2_F008,xxx
54,Ses01M_script03_2_F009,xxx
60,Ses01M_script03_2_F010,neu
66,Ses01M_script03_2_F011,ang
72,Ses01M_script03_2_F012,xxx
78,Ses01M_script03_2_F013,xxx
84,Ses01M_script03_2_F014,xxx
90,Ses01M_script03_2_F015,ang
96,Ses01M_script03_2_F016,xxx
102,Ses01M_script03_2_F017,ang
108,Ses01M_script03_2_F018,xxx
114,Ses01M_script03_2_F019,xxx
120,Ses01M_script03_2_F020,xxx
126,Ses01M_script03_2_F021,xxx
132,Ses01M_script03_2_F022,ang
138,Ses01M_script03_2_F023,ang
144,Ses01M_script03_2_F024,ang
150,Ses01M_script03_2_F025,ang
156,Ses01M_script03_2_F026,ang
162,Ses01M_script03_2_F027,ang
168,Ses01M_script03_2_F028,ang
174,Ses01M_script03_2_F029,ang
180,Ses01M_script03_2_F030,ang
186,Ses01M_script03_2_F031,ang
192,Ses01M_script03_2_F032,xxx
198,Ses01M_script03_2_F033,ang
204,Ses01M_script03_2_F034,ang
210,Ses01M_script03_2_F035,ang
216,Ses01M_script03_2_F036,ang
222,Ses01M_script03_2_F037,ang
228,Ses01M_script03_2_F038,ang
234,Ses01M_script03_2_F039,ang
240,Ses01M_script03_2_F040,ang
246,Ses01M_script03_2_F041,ang
252,Ses01M_script03_2_M000,xxx
258,Ses01M_script03_2_M001,xxx
264,Ses01M_script03_2_M002,xxx
270,Ses01M_script03_2_M003,xxx
276,Ses01M_script03_2_M004,xxx
282,Ses01M_script03_2_M005,xxx
288,Ses01M_script03_2_M006,xxx
294,Ses01M_script03_2_M007,xxx
300,Ses01M_script03_2_M008,xxx
306,Ses01M_script03_2_M009,xxx
312,Ses01M_script03_2_M010,xxx
318,Ses01M_script03_2_M011,xxx
324,Ses01M_script03_2_M012,neu
330,Ses01M_script03_2_M013,neu
336,Ses01M_script03_2_M014,xxx
342,Ses01M_script03_2_M015,xxx
348,Ses01M_script03_2_M016,fru
354,Ses01M_script03_2_M017,fru
360,Ses01M_script03_2_M018,neu
366,Ses01M_script03_2_M019,xxx
372,Ses01M_script03_2_M020,xxx
378,Ses01M_script03_2_M021,xxx
384,Ses01M_script03_2_M022,ang
390,Ses01M_script03_2_M023,ang
396,Ses01M_script03_2_M024,ang
402,Ses01M_script03_2_M025,ang
408,Ses01M_script03_2_M026,ang
414,Ses01M_script03_2_M027,ang
420,Ses01M_script03_2_M028,ang
426,Ses01M_script03_2_M029,ang
